"","id","r_squared_adj","effect_size","pvalue","padj"
"rhe_mac10_chr11_6735984_6736484_250","rhe_mac10_chr11_6735984_6736484_250",-0.00382437908104064,0.0723521645880403,0.649164347800751,1
"rn6_chr14_72367095_72367595_250","rn6_chr14_72367095_72367595_250",-0.00385192570322312,-0.0346259648857118,0.653682687151485,1
"rhe_mac10_chr9_62679880_62680380_250","rhe_mac10_chr9_62679880_62680380_250",-0.00300642347110082,0.0597978137472192,0.540135434645541,1
"mm10_chr8_91365741_91366242","mm10_chr8_91365741_91366242",0.00984173982000597,0.187777476107967,0.0813567821310936,1
"rhe_mac10_chr14_124151776_124152276_250","rhe_mac10_chr14_124151776_124152276_250",-0.00153414002743868,-0.132035469143972,0.410059591481881,1
"rhe_mac10_chr11_54558477_54558977_250","rhe_mac10_chr11_54558477_54558977_250",-0.00192226577586021,-0.128116977414594,0.43910584523687,1
"rn6_chr5_58852895_58853395_250","rn6_chr5_58852895_58853395_250",-0.00356686259076959,-0.05575040556624,0.610163552795867,1
"rn6_chr9_42868164_42868664_250","rn6_chr9_42868164_42868664_250",-0.00359319281659746,0.0832383777253421,0.613910917642075,1
"hg38_chr7_151080666_151081167","hg38_chr7_151080666_151081167",-0.00398338791469281,-0.120181290664728,0.6763641349309,1
"mm10_chr8_127139074_127139575","mm10_chr8_127139074_127139575",-0.00479963726316777,-0.0217986676043051,0.936095694966104,1
"hg38_chr1_61042865_61043366","hg38_chr1_61042865_61043366",-0.0031077832070992,0.123954892768747,0.551620700842203,1
"mm10_chr18_32240053_32240554","mm10_chr18_32240053_32240554",0.00630856841979648,-0.285576428956836,0.129204167103309,1
"mm10_chr1_171250152_171250653","mm10_chr1_171250152_171250653",-0.000398136538443168,-0.128964615694611,0.33932303886714,1
"rn6_chr4_180452770_180453270_250","rn6_chr4_180452770_180453270_250",-0.00237882153498433,0.110668043759727,0.477511579999094,1
"hg38_chr4_61200122_61200623","hg38_chr4_61200122_61200623",-0.00261222893204973,0.181579417043129,0.4992820066403,1
"rhe_mac10_chr16_51627206_51627706_250","rhe_mac10_chr16_51627206_51627706_250",0.025338736366229,-0.738044060602912,0.0121070666080019,1
"mm10_chr17_50795420_50795921","mm10_chr17_50795420_50795921",0.000587482703011218,0.137421510965572,0.290665142207954,1
"hg38_chr3_142724306_142724807","hg38_chr3_142724306_142724807",-0.00481851982874807,-0.0127015890522477,0.959742407977629,1
"rn6_chr15_33597303_33597803_250","rn6_chr15_33597303_33597803_250",-0.00143272847765971,0.11872141128366,0.402938812662467,1
"hg38_chr1_109300102_109300603","hg38_chr1_109300102_109300603",0.0134577157421725,0.259806954875427,0.0514643973097353,1
"rhe_mac10_chr2_108169607_108170107_250","rhe_mac10_chr2_108169607_108170107_250",-0.00302079853040798,-0.09308068366896,0.541737348414615,1
"rn6_chr19_37427112_37427612_250","rn6_chr19_37427112_37427612_250",0.000597738404479595,0.158580288423815,0.290207812579987,1
"rn6_chr2_57674922_57675422_250","rn6_chr2_57674922_57675422_250",-0.00177290831788512,0.0891451239462807,0.427574210854931,1
"rn6_chr17_31297768_31298268_250","rn6_chr17_31297768_31298268_250",-0.00205000103810243,-0.0710205259531711,0.449349274855499,1
"rn6_chr10_13854313_13854813_250","rn6_chr10_13854313_13854813_250",-0.00482785340261455,0.00744592494534447,0.979978952630146,1
"rhe_mac10_chr1_114311960_114312460_250","rhe_mac10_chr1_114311960_114312460_250",-0.00325919482395315,0.0745255682121023,0.569658433392262,1
"mm10_chr13_24988369_24988870","mm10_chr13_24988369_24988870",-0.00241685459311744,0.133888247301651,0.48095106170087,1
"rn6_chr3_11885279_11885779_250","rn6_chr3_11885279_11885779_250",-0.00483087654052999,0.000921192724979566,0.997674551982772,1
"rhe_mac10_chr20_54580584_54581084_250","rhe_mac10_chr20_54580584_54581084_250",-0.00458056164184933,-0.0624841155808052,0.820547833884703,1
"rn6_chr5_148780961_148781461_250","rn6_chr5_148780961_148781461_250",-0.00359298236673368,0.104109585378526,0.613880768760881,1
"rhe_mac10_chr14_126617647_126618147_250","rhe_mac10_chr14_126617647_126618147_250",-0.00473144343547235,0.0114650909100785,0.886304577889503,1
"rn6_chr10_58353988_58354488_250","rn6_chr10_58353988_58354488_250",-0.000665047810093187,-0.20237426041657,0.354327266303935,1
"hg38_chr1_63367274_63367775","hg38_chr1_63367274_63367775",-0.00483091650248928,0.00013675473929454,0.999576340937992,1
"rhe_mac10_chr9_22577580_22578080_250","rhe_mac10_chr9_22577580_22578080_250",-0.00465315844203169,0.0699819175220912,0.84841655399531,1
"rn6_chr2_259728432_259728932_250","rn6_chr2_259728432_259728932_250",-0.00451730638628661,0.0326266662434408,0.799581236061068,1
"rhe_mac10_chr3_111222337_111222837_250","rhe_mac10_chr3_111222337_111222837_250",-0.00470142957287974,0.0502087938827005,0.870413240869883,1
"rn6_chr6_137230209_137230709_250","rn6_chr6_137230209_137230709_250",-0.00482654230393839,-0.00496703255665721,0.976077478064628,1
"rn6_chr2_156023742_156024242_250","rn6_chr2_156023742_156024242_250",9.63490172445688e-07,0.154168821094904,0.31842966498344,1
"rhe_mac10_chr2_100115355_100115855_250","rhe_mac10_chr2_100115355_100115855_250",-0.00457126270865178,-0.0527098431038973,0.817302924099244,1
"rhe_mac10_chr20_2082363_2082863_250","rhe_mac10_chr20_2082363_2082863_250",-0.0036604191938976,0.0571434420621722,0.623710443738291,1
"rn6_chr10_110181281_110181781_250","rn6_chr10_110181281_110181781_250",-0.00364781694395528,0.171246190905337,0.621847247035451,1
"rhe_mac10_chr20_26782775_26783275_250","rhe_mac10_chr20_26782775_26783275_250",-0.00288502636426845,0.129020282238517,0.526942740523289,1
"rn6_chr4_100217188_100217688_250","rn6_chr4_100217188_100217688_250",-0.00435995267364521,0.0429889592259593,0.7556922053559,1
"mm10_chr15_61983196_61983697","mm10_chr15_61983196_61983697",-0.00456486001447364,0.0476816766871915,0.815104104511195,1
"mm10_chr2_158681965_158682466","mm10_chr2_158681965_158682466",0.00495932597649498,-0.172517690041308,0.155051033372041,1
"rn6_chr4_95191399_95191899_250","rn6_chr4_95191399_95191899_250",-0.00315532152715042,0.105383743318359,0.557165560507528,1
"rn6_chr20_49301441_49301941_250","rn6_chr20_49301441_49301941_250",0.0143472713666292,-0.230988961723481,0.0460605079232691,1
"hg38_chr_x_39214346_39214847","hg38_chr_x_39214346_39214847",-0.00482302203291698,0.00693857755125266,0.967868066795556,1
"rn6_chr2_31839725_31840225_250","rn6_chr2_31839725_31840225_250",0.0100840882156498,-0.234598795102873,0.0788651153546392,1
"rn6_chr5_167492174_167492674_250","rn6_chr5_167492174_167492674_250",-0.00370018267600869,-0.0558955328748852,0.629671996961772,1
"rn6_chr16_49269151_49269651_250","rn6_chr16_49269151_49269651_250",0.0036753793523278,0.164556630087619,0.185179936105636,1
"mm10_chr7_102238813_102239314","mm10_chr7_102238813_102239314",0.0321782588785188,0.617788157185121,0.00537323541524397,1
"mm10_chr9_56417398_56417899","mm10_chr9_56417398_56417899",-0.00440589061435051,0.0924010799749126,0.767554244072009,1
"rn6_chr5_104940281_104940781_250","rn6_chr5_104940281_104940781_250",-0.00302219912691614,0.0813588962139148,0.541893892285517,1
"rn6_chr7_109021866_109022366_250","rn6_chr7_109021866_109022366_250",-0.00424279831666958,0.0324220605826726,0.728061961760834,1
"rn6_chr10_20657842_20658342_250","rn6_chr10_20657842_20658342_250",0.00072221992375568,-0.165307660885483,0.284728798926479,1
"rn6_chr15_28764174_28764674_250","rn6_chr15_28764174_28764674_250",0.0162643087579357,0.344491896657218,0.0363330086091061,1
"rn6_chr7_11796954_11797454_250","rn6_chr7_11796954_11797454_250",-0.00386275803040823,0.0799403913554048,0.655480363625142,1
"hg38_chr8_43093143_43093644","hg38_chr8_43093143_43093644",-0.00285220322121357,-0.11651495784187,0.523474501203168,1
"rhe_mac10_chr1_203590911_203591411_250","rhe_mac10_chr1_203590911_203591411_250",-0.00416128936710665,-0.0472602948029749,0.710618677874762,1
"hg38_chr3_157174920_157175421","hg38_chr3_157174920_157175421",-0.00330130058351407,0.119373352805234,0.574878414306598,1
"rn6_chr1_163101717_163102217_250","rn6_chr1_163101717_163102217_250",-0.00280029032587002,0.0776998413067949,0.518070791188356,1
"rn6_chr15_40836313_40836813_250","rn6_chr15_40836313_40836813_250",-0.00463656229909134,0.0326803324096686,0.841587267561623,1
"rhe_mac10_chr14_110100649_110101149_250","rhe_mac10_chr14_110100649_110101149_250",-4.02698583038087e-05,-0.137077258803217,0.320508349683153,1
"rn6_chr6_137285445_137285945_250","rn6_chr6_137285445_137285945_250",-0.00258648997041246,0.114438500801524,0.496800913773257,1
"mm10_chr16_42190038_42190539","mm10_chr16_42190038_42190539",-0.00383797240096793,0.121530295768809,0.651384572188222,1
"hg38_chr1_32128413_32128914","hg38_chr1_32128413_32128914",-0.00463642185956263,-0.0318900559001528,0.841530796943543,1
"rn6_chr9_54213483_54213983_250","rn6_chr9_54213483_54213983_250",0.00524762281945464,-0.22011490619433,0.149075989621148,1
"rhe_mac10_chr11_65682277_65682777_250","rhe_mac10_chr11_65682277_65682777_250",0.00128180800455236,-0.10376183072654,0.261641430566602,1
"rn6_chr5_136413623_136414123_250","rn6_chr5_136413623_136414123_250",0.000522112256417218,0.134792945815868,0.29360179821239,1
"rhe_mac10_chr3_67879311_67879811_250","rhe_mac10_chr3_67879311_67879811_250",-1.85940882450924e-05,-0.185357521919053,0.319413409953067,1
"rn6_chr4_58821231_58821731_250","rn6_chr4_58821231_58821731_250",-0.0048168111659569,0.00844737429218127,0.957060320263172,1
"rn6_chr10_103215871_103216371_250","rn6_chr10_103215871_103216371_250",-0.00470396547709137,0.0150425747046018,0.871677404615964,1
"rhe_mac10_chr14_100466379_100466879_250","rhe_mac10_chr14_100466379_100466879_250",-0.0047925446858113,-0.0167401699493524,0.929237721998499,1
"rhe_mac10_chr12_17418130_17418630_250","rhe_mac10_chr12_17418130_17418630_250",-0.00435499326762124,0.0904285342872058,0.754450147969093,1
"rn6_chr7_94561697_94562197_250","rn6_chr7_94561697_94562197_250",-0.00120314376650675,0.0869739079531371,0.387464083505048,1
"rn6_chr11_67617680_67618180_250","rn6_chr11_67617680_67618180_250",0.00572030306384597,0.140035014191736,0.139830112033748,1
"rhe_mac10_chr9_78084523_78085023_250","rhe_mac10_chr9_78084523_78085023_250",-0.00348780052595403,-0.0480571542415244,0.599198907844539,1
"rhe_mac10_chr15_28545951_28546451_250","rhe_mac10_chr15_28545951_28546451_250",-0.00247877858867765,-0.0304664884513521,0.486638612029192,1
"mm10_chr17_25844332_25844833","mm10_chr17_25844332_25844833",-0.00472162871566188,0.0418924759443306,0.880867230408372,1
"rhe_mac10_chr10_71498064_71498564_250","rhe_mac10_chr10_71498064_71498564_250",-0.00473246947795958,0.0223410981510132,0.886888525361491,1
"rn6_chr11_80259771_80260271_250","rn6_chr11_80259771_80260271_250",-0.00429226416296942,-0.0445207014482928,0.739317697941519,1
"rn6_chr9_16885443_16885943_250","rn6_chr9_16885443_16885943_250",0.00854794068320101,-0.226523342661066,0.0961701263719498,1
"rn6_chr20_19823884_19824384_250","rn6_chr20_19823884_19824384_250",-0.00357195549404029,-0.0419117856816217,0.610884533020937,1
"hg38_chr6_31971990_31972491","hg38_chr6_31971990_31972491",0.00196647368255869,0.169072661988082,0.236444946283447,1
"rn6_chr11_71365829_71366329_250","rn6_chr11_71365829_71366329_250",-0.00459736360041641,0.0248969775488346,0.82657570709862,1
"rhe_mac10_chr20_53715946_53716446_250","rhe_mac10_chr20_53715946_53716446_250",-0.00482808562460626,0.00379493437966104,0.980752329053643,1
"rn6_chr16_11295618_11296118_250","rn6_chr16_11295618_11296118_250",-0.00419765478685919,0.0615905496671484,0.718243870668565,1
"rn6_chr10_86819235_86819735_250","rn6_chr10_86819235_86819735_250",-0.00055019442482711,0.148291708682583,0.347763255720616,1
"rhe_mac10_chr2_114823048_114823548_250","rhe_mac10_chr2_114823048_114823548_250",-0.00420810848256905,0.0523530724361365,0.720481429183829,1
"rn6_chr10_63285425_63285925_250","rn6_chr10_63285425_63285925_250",0.00426450366631216,-0.249582885859,0.170596395657465,1
"rhe_mac10_chr5_111178441_111178941_250","rhe_mac10_chr5_111178441_111178941_250",-0.00467808829396336,-0.014109550301103,0.859328641115505,1
"rn6_chr3_116940681_116941181_250","rn6_chr3_116940681_116941181_250",-0.0048041511442779,-0.00816177414869077,0.940876958693454,1
"rn6_chr9_119471742_119472242_250","rn6_chr9_119471742_119472242_250",-0.00374662676576787,0.0696734702214013,0.636800805192015,1
"mm10_chr12_99084127_99084628","mm10_chr12_99084127_99084628",-0.00422151614269312,-0.0915632369672587,0.72338247171331,1
"hg38_chr17_47941187_47941688","hg38_chr17_47941187_47941688",-0.00102816753955048,0.116256904794178,0.376231900062839,1
"rn6_chr10_108191926_108192426_250","rn6_chr10_108191926_108192426_250",-0.00435635304336958,-0.0621988750371974,0.754789987674508,1
"rn6_chr9_62103598_62104098_250","rn6_chr9_62103598_62104098_250",-0.00340262648231465,0.088553618556988,0.587837612591151,1
"rhe_mac10_chr1_67252665_67253165_250","rhe_mac10_chr1_67252665_67253165_250",-0.00355039375165694,-0.104055863363492,0.607844571208676,1
"hg38_chr6_34237144_34237645","hg38_chr6_34237144_34237645",-0.00476074236977975,0.0396298572950716,0.904410170994776,1
"rn6_chr5_74623250_74623750_250","rn6_chr5_74623250_74623750_250",-0.00447030066100604,-0.0344582750387975,0.78542570444025,1
"rn6_chr1_221790343_221790843_250","rn6_chr1_221790343_221790843_250",0.00753962971552365,0.317079734474226,0.109735310869462,1
"rn6_chr3_101092595_101093095_250","rn6_chr3_101092595_101093095_250",0.00935535632311923,0.168994841869851,0.0866156595716642,1
"hg38_chr15_41230902_41231403","hg38_chr15_41230902_41231403",0.00116734717770598,0.179591638954942,0.266168743205315,1
"rn6_chr7_141086538_141087038_250","rn6_chr7_141086538_141087038_250",-0.00344111475915872,0.0737206120941896,0.592916119216504,1
"hg38_chr17_42535994_42536495","hg38_chr17_42535994_42536495",-0.00467344419436314,-0.0375297371038125,0.857229768499014,1
"rhe_mac10_chr14_25444138_25444638_250","rhe_mac10_chr14_25444138_25444638_250",0.00098425982759071,0.170467686995326,0.273614218738012,1
"hg38_chr16_56291852_56292353","hg38_chr16_56291852_56292353",-0.00187548255773679,-0.0412880839698528,0.435443565516386,1
"rn6_chr11_88687471_88687971_250","rn6_chr11_88687471_88687971_250",-0.00477789509096754,0.0123490640793493,0.916861333560731,1
"hg38_chr9_8552680_8553181","hg38_chr9_8552680_8553181",-0.00381116669171199,0.0603919245947029,0.647023596054303,1
"hg38_chr9_127279609_127280110","hg38_chr9_127279609_127280110",-0.00440778085619731,0.0704839053914429,0.768056963424302,1
"rn6_chr16_48187959_48188459_250","rn6_chr16_48187959_48188459_250",-0.0022337063294603,0.0975595224878495,0.464746762710253,1
"rhe_mac10_chr5_37798184_37798684_250","rhe_mac10_chr5_37798184_37798684_250",-0.00433183872168429,-0.0496648158303553,0.748743212424953,1
"rhe_mac10_chr2_94048661_94049161_250","rhe_mac10_chr2_94048661_94049161_250",-0.00475909212646501,-0.00644218130877713,0.903298175546691,1
"mm10_chr_x_100767097_100767598","mm10_chr_x_100767097_100767598",-0.00378282255352894,0.0491859157016911,0.642487026881317,1
"hg38_chr20_25853821_25854322","hg38_chr20_25853821_25854322",-0.00482847637076872,-0.00243572311992401,0.982129081858103,1
"hg38_chr13_112753179_112753680","hg38_chr13_112753179_112753680",-0.00368805111650658,-0.0236450383881615,0.627839638915763,1
"hg38_chr8_67915436_67915937","hg38_chr8_67915436_67915937",-0.00470155120605798,-0.0157660115343056,0.870473584146316,1
"mm10_chr11_116661543_116662044","mm10_chr11_116661543_116662044",-0.00473804763782886,0.0177220886049296,0.8901189551368,1
"rhe_mac10_chr15_51111870_51112370_250","rhe_mac10_chr15_51111870_51112370_250",-0.0015338705377822,0.118454649248867,0.410040426191633,1
"mm10_chr3_105004145_105004646","mm10_chr3_105004145_105004646",0.00160914050376007,0.153594298762382,0.249207063934965,1
"rhe_mac10_chr13_88989819_88990319_250","rhe_mac10_chr13_88989819_88990319_250",-0.00482698555571899,0.00331915041073753,0.977321176633137,1
"rhe_mac10_chr10_69170451_69170951_250","rhe_mac10_chr10_69170451_69170951_250",0.00853082653414159,0.210618950417866,0.0963845699563618,1
"rn6_chr5_47757692_47758192_250","rn6_chr5_47757692_47758192_250",-0.00331730547449491,0.0730831632861407,0.57688735002756,1
"mm10_chr3_98324195_98324696","mm10_chr3_98324195_98324696",-0.00434167163286981,-0.0465852842183348,0.751148570603744,1
"mm10_chr9_108853782_108854283","mm10_chr9_108853782_108854283",-0.00478702753827592,-0.0145746922569364,0.924335715107958,1
"rn6_chr7_12194379_12194879_250","rn6_chr7_12194379_12194879_250",-0.00476465897700442,-0.0223316087198155,0.907103629397455,1
"hg38_chr17_81730792_81731293","hg38_chr17_81730792_81731293",-0.00474725183980144,-0.0211284571102588,0.895673485629212,1
"rn6_chr2_165079412_165079912_250","rn6_chr2_165079412_165079912_250",-0.000253128900423288,0.0905112998620514,0.331527566075088,1
"rn6_chr1_273867014_273867514_250","rn6_chr1_273867014_273867514_250",-0.00468223440904782,0.0190980977500061,0.861230414742751,1
"rhe_mac10_chr7_157422978_157423478_250","rhe_mac10_chr7_157422978_157423478_250",-0.00419235812899777,-0.0631905744466986,0.717118104129092,1
"rhe_mac10_chr11_14196505_14197005_250","rhe_mac10_chr11_14196505_14197005_250",-0.00350693450090153,-0.114891695451248,0.601814144645403,1
"hg38_chr1_77281748_77282249","hg38_chr1_77281748_77282249",-0.00365798600931031,0.124242140055164,0.623349740807325,1
"rhe_mac10_chr4_169814148_169814648_250","rhe_mac10_chr4_169814148_169814648_250",0.0126286927748434,0.232004384150409,0.0571013037868593,1
"rhe_mac10_chr11_49441794_49442294_250","rhe_mac10_chr11_49441794_49442294_250",-0.00411841550726532,0.0495927133360175,0.70192528698535,1
"rhe_mac10_chr10_67574938_67575438_250","rhe_mac10_chr10_67574938_67575438_250",-0.0048017905894704,0.014088971769514,0.938329953527642,1
"hg38_chr8_94948381_94948882","hg38_chr8_94948381_94948882",-0.00273943138647637,0.15012124291977,0.51185897698266,1
"rhe_mac10_chr8_140043974_140044474_250","rhe_mac10_chr8_140043974_140044474_250",-0.00408713408108493,-0.0144396016289398,0.695769822183391,1
"rhe_mac10_chr_x_47599758_47600258_250","rhe_mac10_chr_x_47599758_47600258_250",-0.00466719231149869,0.0413016430010413,0.854454094123112,1
"rhe_mac10_chr12_90238244_90238744_250","rhe_mac10_chr12_90238244_90238744_250",-0.00476258052476107,-0.0308335038280744,0.905664518080006,1
"rhe_mac10_chr2_109713602_109714102_250","rhe_mac10_chr2_109713602_109714102_250",-0.00477656375286963,0.016961421166414,0.915827853659284,1
"rn6_chr8_128264597_128265097_250","rn6_chr8_128264597_128265097_250",-0.0024088904438301,-0.0943357263534572,0.480227492154042,1
"rn6_chr2_113687526_113688026_250","rn6_chr2_113687526_113688026_250",-0.00372815977948745,-0.0624710398193555,0.633944269229043,1
"hg38_chr1_159000590_159001091","hg38_chr1_159000590_159001091",-0.00440455395408949,-0.0200810921366261,0.767199485392041,1
"rn6_chr9_13365063_13365563_250","rn6_chr9_13365063_13365563_250",-0.00482569107366615,0.00376713929061931,0.973854616062191,1
"rn6_chr12_26967021_26967521_250","rn6_chr12_26967021_26967521_250",-0.00481837688503096,0.00833435839984512,0.959511194124918,1
"hg38_chr2_200471203_200471704","hg38_chr2_200471203_200471704",-0.00231931777284183,-0.106266889315723,0.472209974928797,1
"rhe_mac10_chr1_115063997_115064497_250","rhe_mac10_chr1_115063997_115064497_250",-0.0040756429600944,0.0887590923878159,0.693546110729003,1
"hg38_chr10_43420447_43420948","hg38_chr10_43420447_43420948",-0.00279214485428373,-0.0240826433912816,0.517231795848357,1
"hg38_chr19_45078958_45079459","hg38_chr19_45078958_45079459",-0.00443339725453739,0.0913759859269897,0.774993625277874,1
"rn6_chr8_49603736_49604236_250","rn6_chr8_49603736_49604236_250",-0.00394546465012544,0.0505845512843583,0.669619259072419,1
"hg38_chr2_85327772_85328273","hg38_chr2_85327772_85328273",-0.00396491796104302,-0.0738703358556452,0.67305743773627,1
"rn6_chr3_138160028_138160528_250","rn6_chr3_138160028_138160528_250",-0.00450128270974824,0.0434695220028516,0.794635883227239,1
"rn6_chr1_164333284_164333784_250","rn6_chr1_164333284_164333784_250",-0.00447064066836533,0.0383179231461078,0.785524427960776,1
"hg38_chr1_207638703_207639204","hg38_chr1_207638703_207639204",-0.00477071005621413,-0.0060899231401956,0.911428847546584,1
"rn6_chr3_113422067_113422567_250","rn6_chr3_113422067_113422567_250",-0.000386640530155754,0.160938714134209,0.338696158996205,1
"hg38_chr2_217942773_217943274","hg38_chr2_217942773_217943274",-0.00422999309420588,-0.062290517348566,0.72523520557488,1
"hg38_chr2_218296828_218297329","hg38_chr2_218296828_218297329",0.00531422393985437,-0.215252425628192,0.147732738287462,1
"rhe_mac10_chr12_16013415_16013915_250","rhe_mac10_chr12_16013415_16013915_250",-0.00481320498540683,0.0178135727963229,0.951889770783447,1
"rn6_chr5_70286600_70287100_250","rn6_chr5_70286600_70287100_250",0.00145085422879574,-0.164190842362701,0.255127264878764,1
"rn6_chr14_79958228_79958728_250","rn6_chr14_79958228_79958728_250",-0.00445380279172468,0.0485853315428273,0.780694169414645,1
"rn6_chr17_9283228_9283728_250","rn6_chr17_9283228_9283728_250",-0.00482823462290942,-0.00550981222568864,0.98126536232682,1
"hg38_chr14_51118909_51119410","hg38_chr14_51118909_51119410",-0.00225243189406047,-0.118132417338653,0.46636297397651,1
"hg38_chr11_122101583_122102084","hg38_chr11_122101583_122102084",-0.00465692462804135,-0.0232210002807482,0.850011832297149,1
"rhe_mac10_chr8_143055607_143056107_250","rhe_mac10_chr8_143055607_143056107_250",-0.00477100859381356,-0.0204322929439728,0.911647812922702,1
"hg38_chr2_1366438_1366939","hg38_chr2_1366438_1366939",-0.00474223448695576,0.0155537987166903,0.892609140175103,1
"rn6_chr7_114990126_114990626_250","rn6_chr7_114990126_114990626_250",-0.00456117628703589,-0.0239433078612215,0.813851660269122,1
"rn6_chr20_48119322_48119822_250","rn6_chr20_48119322_48119822_250",0.00671906701499765,-0.171690429801138,0.122319663393375,1
"rhe_mac10_chr16_19184185_19184685_250","rhe_mac10_chr16_19184185_19184685_250",-0.00318702831998721,0.124097372003433,0.560922836083283,1
"rhe_mac10_chr15_64595798_64596298_250","rhe_mac10_chr15_64595798_64596298_250",-0.00463354012815089,0.0435889459145617,0.840376701895565,1
"rn6_chr2_236525073_236525573_250","rn6_chr2_236525073_236525573_250",-0.00415719252867456,0.0675537634404543,0.709774512782842,1
"mm10_chr9_45487077_45487578","mm10_chr9_45487077_45487578",-0.00201613999397663,-0.118595476345578,0.446598248542921,1
"rhe_mac10_chr12_94481115_94481615_250","rhe_mac10_chr12_94481115_94481615_250",-0.00293554838495432,-0.07457795880481,0.532361848038705,1
"rn6_chr18_14682212_14682712_250","rn6_chr18_14682212_14682712_250",0.00329610519357249,-0.159043767633566,0.195328854441129,1
"rhe_mac10_chr8_90377837_90378337_250","rhe_mac10_chr8_90377837_90378337_250",0.00217059964597718,0.248256604920971,0.229508484409377,1
"rhe_mac10_chr6_168032114_168032614_250","rhe_mac10_chr6_168032114_168032614_250",-0.00363515420650391,-0.0952232666186153,0.619987476604211,1
"rn6_chr9_19527423_19527923_250","rn6_chr9_19527423_19527923_250",-0.00477068708127826,-0.0142035052852959,0.911412019147386,1
"rhe_mac10_chr19_43697885_43698385_250","rhe_mac10_chr19_43697885_43698385_250",-0.00468159256397956,0.0302973094780338,0.860934236184863,1
"hg38_chr18_60027372_60027873","hg38_chr18_60027372_60027873",-0.00125572456127464,0.0685015445119697,0.39093208229988,1
"mm10_chr5_24451517_24452018","mm10_chr5_24451517_24452018",0.0320098952572405,-0.881296584768937,0.0054812011416423,1
"rn6_chr6_107661180_107661680_250","rn6_chr6_107661180_107661680_250",-0.00419798157519734,0.0597964449325898,0.71831350106076,1
"hg38_chr9_126459085_126459586","hg38_chr9_126459085_126459586",-0.00407727056106537,-0.0238566654179511,0.693859885305722,1
"mm10_chr13_28553147_28553648","mm10_chr13_28553147_28553648",-0.00408996331027665,0.0542948659007304,0.696320354276241,1
"hg38_chr2_62505894_62506395","hg38_chr2_62505894_62506395",-0.000552246204390967,-0.166772209474498,0.347879066208404,1
"rhe_mac10_chr6_167828082_167828582_250","rhe_mac10_chr6_167828082_167828582_250",-0.00318719992713829,0.0808451082634908,0.560943303007218,1
"rhe_mac10_chr18_17128712_17129212_250","rhe_mac10_chr18_17128712_17129212_250",-0.00140047195723832,0.163875334631972,0.40071152693478,1
"rn6_chr8_56179816_56180316_250","rn6_chr8_56179816_56180316_250",-0.00476966220406649,0.036456172912204,0.910664607358628,1
"rn6_chr20_11953517_11954017_250","rn6_chr20_11953517_11954017_250",-0.00324706970407669,-0.0713822562171928,0.568172379357874,1
"hg38_chr13_113840489_113840990","hg38_chr13_113840489_113840990",-0.00446045040125597,-0.0447370098629408,0.78258702379133,1
"hg38_chr19_51016690_51017191","hg38_chr19_51016690_51017191",-0.00464053002434612,0.0329371935071305,0.843191539702067,1
"mm10_chr6_28828514_28829015","mm10_chr6_28828514_28829015",-0.00470957073590679,0.0328593521386361,0.874518427774776,1
"rhe_mac10_chr1_58453211_58453711_250","rhe_mac10_chr1_58453211_58453711_250",-0.000222936153180393,0.223252181895379,0.329934445790053,1
"hg38_chr11_131663357_131663858","hg38_chr11_131663357_131663858",-0.00450922995194673,0.0314496806755329,0.797072214685382,1
"hg38_chr1_150515416_150515917","hg38_chr1_150515416_150515917",-0.0032988745796675,0.162588019914229,0.574575106941676,1
"rn6_chr9_117048588_117049088_250","rn6_chr9_117048588_117049088_250",-0.0039472642842249,-0.105168776965925,0.669935444954635,1
"rhe_mac10_chr_x_23581978_23582478_250","rhe_mac10_chr_x_23581978_23582478_250",-0.00481814864266254,0.0128316067297662,0.959144730129674,1
"rn6_chr3_33500307_33500807_250","rn6_chr3_33500307_33500807_250",-0.00163835742816088,-0.0968389804273215,0.41757108486433,1
"rhe_mac10_chr16_75105310_75105810_250","rhe_mac10_chr16_75105310_75105810_250",-0.00466345445959552,-0.0228668769691976,0.852820689328645,1
"mm10_chr2_132781547_132782048","mm10_chr2_132781547_132782048",-0.0047727365616211,0.0133013534916786,0.912926202125642,1
"hg38_chr1_28235800_28236301","hg38_chr1_28235800_28236301",-0.00435445726055766,0.0589324201401818,0.754316333661471,1
"rn6_chr1_264751462_264751962_250","rn6_chr1_264751462_264751962_250",0.00118264513273038,0.258795824122042,0.265558081176639,1
"rhe_mac10_chr11_3980208_3980708_250","rhe_mac10_chr11_3980208_3980708_250",-0.00211724579679933,-0.095204736837065,0.454891281666617,1
"mm10_chr2_29853685_29854186","mm10_chr2_29853685_29854186",-0.00482730061187155,-0.00413386279129019,0.978248418841484,1
"rn6_chr3_3920161_3920661_250","rn6_chr3_3920161_3920661_250",-0.00355547461376119,0.110129753608481,0.608557994097966,1
"rhe_mac10_chr20_43970863_43971363_250","rhe_mac10_chr20_43970863_43971363_250",-0.00480780951339186,0.018900812940188,0.945058860139953,1
"rhe_mac10_chr15_30437230_30437730_250","rhe_mac10_chr15_30437230_30437730_250",-0.004398103836524,-0.0792919760725979,0.765496020514976,1
"hg38_chr1_182059847_182060348","hg38_chr1_182059847_182060348",-0.00478653713067627,-0.013078186691023,0.923915440073677,1
"rn6_chr12_22210781_22211281_250","rn6_chr12_22210781_22211281_250",-0.000905412860781855,0.205064008834733,0.368622595958722,1
